full_text,label
@CommuterLine Lo ngasih tau perubahan gini pas udh di manggarai ya cok knp ga sebelum2nya sih. Numpuk gila tadi itu manggarai!,Kepadatan
@CommuterLine @KAI121 4025 sudah delay 9 menit tiba bekasi mau tramsit di BKS ke MRI pasti tertinggal 5527 lagi. Makin bodo saja KCI ini. https://t.co/QeHGDutXCN,Keterlambatan
@CommuterLine makasi ya hari ini udah bikin telat masuk kerja dan pulang malem banget karena jadwal kereta ga jelas ampas abis,Keterlambatan
@CommuterLine wehhh anjing . Ngapain itu di tahan 5144 masuk ke duri . Goblok . Udah numpuk ini anjing di duri,Kepadatan
@CommuterLine Kenapa KRL harian suka banget delay? Gak bisa menghargai waktu orang lain ya? Hm :(,Keterlambatan
@CommuterLine @Chachazzs Pake data O-D yang update jangan pake data tahun 2010. Jelas2 demand BOO-TNB tinggi by malah ditransitin. Chaos ga tu,Pelayanan
@CommuterLine kereta kranji menuju kp bandan via manggarai telat banget. biasanya available sebelum jam 6 pagi ini udah 3x keselip sama kereta via pasar senen. numpuk nih!,Keterlambatan
@CommuterLine Thank u min. Ga perlu wangi semerbak kek toilet mall minimal ga bau juga udah syukur. Mana toiletnya sampingan sama musholla apa ga kuranggg bgtt tuhh,Kebersihan
@CommuterLine ini tiap hari selalu telat tiap petugas ditanya emang begitu pak jawabannya. Jadi telat 10-20 menit tiap hari itu sudah lumrah?,Keterlambatan
@CommuterLine memang commuter line supas (457) bisa dibooking buat rombongan? Kok sama kondektur ferry saya dilarang masuk gerbong 5. baru tau Supas yang tanpa tempat duduk bisa dibooking. Aneh banget kalau penataran sama dhoho okelah. Tak tanya mana aturannya malah nyolot,Pelayanan
@CommuterLine @shelentines Jadwal sampah template sampah,Pelayanan
@CommuterLine halo min kereta tangerang-duri tertahan di stasiun kalideres uda lebih dari 10 menit. Ada gangguan kah?,Keterlambatan
@CommuterLine Hari pertama senin pasca perubahan jadwal kacau bgt min ga sesuai sama jadwal yg tertera di jadwal. Bahkan kereta sampe kejeda hampir 30 menit distasiun parung panjang membludak ampe gabisa masuk,Kepadatan
@CommuterLine Kak serius aku gak bohong mungkin anak muda atau pekerja biasa naik di jam segitu masih bisa manager walau pegel-pegel dan sesak ya pak tapi dengan yang lansia dan prioritas yang tidak bisa dapat tempat duduk gimana kak? Aku gak bohong sesaknya betulan sesak banget,Keamanan
@CommuterLine Mbok kalau ada masalah tuh proaktif Min kabari di stasiun2 supaya bisa cari alternatif transportasi lain. Jangan cuma nunggu kereta bandara tanpa kepastian. Batu Ceper - Bogor tuh jauh banget. Tau gitu mending naik comline biasa ke Duri bisa nyambung ke redline.,Pelayanan
@CommuterLine JALUR BEKASI NIH! ke manggarai itu kan banyak peminatnya ya ketimbang pasar senen. Lu kira2 lah yg di banyakin manggarai jangan senen! Numpuk tau gaaaaa jd nya org senen kosong gitu. Mana di jam jam rawan org berangkat kerja,Kepadatan
@CommuterLine Tambahin lg plss itu jam 7-7.11 kelamaan gap-nya orang jd numpuk di stasiun,Kepadatan
@CommuterLine halo min tolong dong ini gerbong cewek paling belakang kereta arah rangkas posisi sekarang cicayur 1706 ada ibu2 ngerokin badan di sini. bikin ga nyaman ditambah bau minyaknya mana tadi ada ribut juga ibu2 maksa duduk. tolong atur,Kebersihan
@CommuterLine Min ini skrg udah gada lagi dr bogor lgsg jakarta kota?harus turun manggarai dulu untuk jam tertentu atau bagaimana nih? Dimanggarai numpuk yg mau naik ke kota dtg kereta dah full dan nungguin yg turun lama ngabisin waktu,Kepadatan
@CommuterLine halo min ini kenapa jadwal kereta di web ga bisa di akses ya?!? Ini saya udah nunggu kereta 20 menit loh ga muncul2 keretanya astagaa,Keterlambatan
@CommuterLine jangan ngerjain orang dong kalau ngasih pengumuman krl masuk tuh krl kampung bandan via manggarai dari jalur 5 tiba2 ke 7 tau2 krl ada duluan di jalur 5 mana satpamnya juga kagak jelas ditanya kereta mana yang duluan udah gitu sekarang jadi ngaret,Keterlambatan
@CommuterLine 1011B. Paling habis ini mau bilang perjalanan normal karena tiap hari delay jadi emang normalnya begitu. Normalnya emang delay tiap hari.,Keterlambatan
@CommuterLine @xendless_s itu orang gila bisa masuk peron apa punya tiket atau lolos ? serem amat,Keamanan
@CommuterLine Coba di cek deh brp lama dari kereta sebelumnya dtg itu brp lama?? Udh numpuk penumpang di jam rush hour. Gapaham bgt si,Kepadatan
@CommuterLine @BudiKaryaS @AsdoKai 2.gerbong depan 1-4 menjadi penuh sesak tak karuan karena penumpang semua mengejar berada di dekat eskalator. Suatu kebijakan tidak masuk akal menyiksa dan membahayakan penumpang yg seharusnya kalian jaga. Bapak ibu pembuat kebijakan silakan,Keamanan
@CommuterLine Jadwal 5570 dan 5572 kacau banget,Keterlambatan
@CommuterLine @Heraloebss Hati2 juga siapa tahu itu pengalihan.. ternyata sekumpulan copet saya pernah ngalamin soalnya tetap waspada dalam kereta,Keamanan
@CommuterLine ini ka lokal jatiluhur kenapa delay mulu dah min?disusul ka terus? knp lama sekali? perubahan jadwal ini akan berlangsung sampai kapan?,Keterlambatan
@CommuterLine @azhadit SOP nya untuk security nya tuh gimana deh? Apa yg mereka kerjain sebenernya? Kadang yg berisik ditegor kadang enggak. Yg lepas masker jg kadang ditegor kadang enggak. Trus case kayak di foto atas tuh sering banget sebenernya.,Pelayanan
@CommuterLine ini kenapa dah lelet banget datengnya krl arah sudirman di manggarai. Makin numpuk aja nih. Cb tolong koordinasikan lah,Kepadatan
@CommuterLine tolong kembalikan jadwal lama jadwal kereta baru aneh Keberangakatan colebut-jkt kota selalu tepat waktu berangkat 06.02 tapi keberangkatan cilebut-jkt kota yang seharusnya 06.16 suka telat ngaret ga tepat waktu,Keterlambatan
@CommuterLine KERETA DELAY MULUUU UDH 10 MENIT STUCK DI JUANDA,Keterlambatan
@CommuterLine tolonglah di percepat kedatangan kereta arah bogor di jam pulang kerja masa tunggu numpuk mulu sih mana 8 gerbang terus,Kepadatan
@CommuterLine TELAT! Orang2 udh pada telat berangkat kerja sekolah. Tolong sistem lu di perbaiki orang2 jg pada bingung di stasiun Cicalengka tadi pagi. Petugas ga informatif minimal infoin sampai luar ini ga ada sama sekali petugas yg kasih info berkala sampai luar. https://t.co/VnHyIBz0Mo,Keterlambatan
@CommuterLine Ini belum naik kereta min. Ini org rame nunggu kereta malah karena emang ga ada,Kepadatan
@CommuterLine halah bokis petugas aja ngga ada yg standby deket tangga. kapan hari ada lansia kesusahan pas turun di tangga luar arah juanda aja cuma diliatin sama petugas.,Pelayanan
@CommuterLine saya ketinggalan kereta yg berangkat jam 18:37 karena kalah arus. tangga turun diisi sama yg baru nyampe. security nya gimana itu ga menertibkan ?,Kepadatan
@CommuterLine alur turun naik peron 5/6 diubah biasanya yg mau ke 5/6 turun di sisi kiri skrg kanan &amp; HEBATNYA gak ada petugas yg jagain. KOSONG. Kalian pikir tu tangga cuma buat yg naik aja?! Giliran kosong baru ada petugasnya. GEMBELL,Pelayanan
@CommuterLine walahhh tim KAI tolong dong ditegasin lagi ini tgl 5 0ktober 2024 jam 7:40 dari st.bogor pas di st.Manggarai digerbong wanita (12) isinya banyak laki-laki. Petugas/satpamnya pada kemana nihhh????haduhh hari kerja sampe kaki jinjit juga tetep sesuai aturan,Pelayanan
@CommuterLine MINTA MAAF DOANG BISANYA CEK AJA KERETA YG BARU SAMPE MANGGARAI YG NUNGGU PERGANTIAN JALUR DI JTN NO BRP MASA KALIAN GA ADA DATANYA CROSS CHECK SENDIRILAH. JADWALNYA YG BERANGKAT DR ST. BEKASI YG HARUSNYA JALAN 5.33 TP BARU JALAN 5.39 ITU JUGA TELAT 6 MNT DR JADWAL ---,Keterlambatan
@CommuterLine nunggu kereta arah angke/ kp bandan lama bgtt 20 menit nunggu‍ bisa dipercepat gak sii,Keterlambatan
@CommuterLine kalo ada yang sesek napas dan pingsan karena kepanasan dan ga ada udara siapa yang tanggung jawab?,Keamanan
@CommuterLine Ini pegawai KRL harus sosialisasi berapa lama ya biar orang2 paham eskalator sebelah kanan buat jalan,Pelayanan
@CommuterLine Krl line bogor - jkt hari ini delay dan telat banget. Beberapa kali berhenti di stasiun &amp; memakan waktu lama akibatnya banyak pegawai yg seharusnya masuk sebelum jam 8 pagi jadi telat termasuk saya. Tolong dong kasih announcement di media kita juga butuh justifikasi ke kantor,Keterlambatan
@CommuterLine hadehh pantesan delay parah sekalinya jalan kaya keong ya allah,Keterlambatan
@CommuterLine min ini yg bener aja nunggu kereta arah Angke setengah jam lebih transit di Manggarai,Keterlambatan
@CommuterLine @kimbaaabeu Coba min dicari solusi nya biar crlah peron nya gk segede itu min emg serem itu celah nya gede bgt meleng dikit bisa jatoh,Keamanan
@CommuterLine @heyyo_dar min ini di tambun diumumin kalo ada masalah di bekasi kereta numpuk di tambun blm jalan jalan,Keterlambatan
@CommuterLine @namelessgeen Yaampun pernah ngerasain. Terlanjur turun di Matraman baru ngeh kalo tujuan keretanya bener. Tapi pengumuman di keretanya yg salah Akhirnya nunggu kereta arah tenabang lagi,Pelayanan
@CommuterLine barusan ada kejadian pelecehan lagi dan mbak baju hijau yang jadi korbannya. satpam gerbong krl nya kemana ya? sampai2 harus korban dan pelanggan lain yang nyeret pelaku keluar dari kereta utk dilaporin. tolong lah semakin diperhatikan! #krl #commuterline https://t.co/FA4Z9rRn3d,Keamanan
@CommuterLine Min tolong himbau petugas di pintu masuk setiap stasiun yg terimbas gangguan utk beri info kpd calon penumpang sebelum tap kartunya.,Pelayanan
@CommuterLine yg bener lah kalo kerja anjing nunggu green line lama bgt tololll ga ngaruh apa apa lu nambah 1 kereta di jam NON HOURS. yang dibenerin tuh yang pas hoursss yang pagiiii yang pagi pagi yang sore bego bgt harus komplen serame apa sih biar digubris,Pelayanan
@CommuterLine penyakit lu kambuh lagi anj setelah liburan panjang. Ini kereta REDLINE berhenti mulu. Jam segini baru lenteng agung. Kita juga kerja spare waktu 1 jam agar tidak telat. Eh dibuat telat lagi,Keterlambatan
@CommuterLine tolonglah kalau jadwal dari rawabuntu ke tanahabang pk 06.04 jgn berangkatnya 06.03 atau 06.02 1-2 menit kecepetan bikin imbas perjalanan berikutnya makin jadi pepes. Udah sering loh ini..,Kepadatan
@CommuterLine tolonglah kalau ada gangguan di cikarang line beberapa kereta Bekasi dibuat ke Cikarang jangan malah dibiarin sama kaya gak ada gangguan jadinya penumpang ke cikarang numpuk bgt di Kranji,Kepadatan
@CommuterLine Aplikasi kalian @CommuterLine aja kaya sampah seminggu lebih gak bisa diakses trus gw disuruh liat nomor rangkaiannya gimana? Buka jendela trus lompat dari kereta?,Pelayanan
@CommuterLine cek apakah masalah jalur tanah abang-rangkas bitung aman soalnya keretanya terlambat dan penumpang pada numpuk di palmerah?,Kepadatan
@CommuterLine Ketahan di pondok ranji kereta ke parung panjang,Keterlambatan
@CommuterLine lama banget tod ini kereta arah bekasi/cikarang di sudirman. Telat mulu udh padet di audirman jingan,Kepadatan
@CommuterLine Rangkasbitung Line stasiun Cisauk jam 6.39 dijadwal ada. Terlambat datang jam 6.44 menuju Stasiun Tanah Abang. Tolong dicek lagi ya min. Kemarin kereta malah ga datang. https://t.co/dAVZ2UhgX9,Keterlambatan
@CommuterLine jalur bekasi-manggarai gangguan kah? Nunggu kereta di st buaran 17.45 blm dateng2 biasanya udh ada,Keterlambatan
@CommuterLine Krl tujuan manggarai dari st Bogor keberangkatan 7.18 Suara prompter petugasnya kecil sekali. Ngga kedengeran.,Pelayanan
@CommuterLine kereta baru bogor line kenapa lelet bgt bang,Keterlambatan
@CommuterLine tolong jaga keberfungsian lift di tengah situasi tak biasa terutama cuaca hujan spt belakangan. di sta bekasi lift mati justru pada petang yg padat di tengah hujan deras. pelihara lift saja gagal. apakah gara2 kekurangan budget dicaplok whoosh?,Pelayanan
@CommuterLine KRL CIKARANG DELAY 1 JAM? GILA KEBIASAAN BGT. Stress nunggu di stasiun yg panas itu 1 jam lebih loh. Bener bener keterlaluan yg bikin jadwal,Keterlambatan
@CommuterLine mau mohon dibantu perbaikan jadwal di jam 18:00 - 19:00 jam pulang kantor kereta arah Bekasi dari Sudirman jangan jarang2 lah. Masa headway 20 30 menit keburu numpuk penumpang.,Kepadatan
@CommuterLine @KAI121 kalian kenapa sering menunda memberangkatan KA 4015? 4015 udah datang di Bekasi dari jam 06:28 seharusnya berangkat 06:40 malah baru berangkat 06:48 Coba besok2 4015 dimasukin jalur 7 aja supaya ga numpuk di jalur 4 dan 5,Keterlambatan
@CommuterLine Petugasnya saat ini tidak ada di gerbong kami min cara live reportnya gimana ya?,Pelayanan
@CommuterLine Ahhh...satpam kalo lihat juga diem bae min. Suka kesel. Bawa gorengan sampe ruangan gerbong bau got bau kentut. Bbuuhhh Minum minuman manis sampe tumpah. Hadeuuhh..kenapa juga gak ditulis besar2 di tiap gerbong...??,Kebersihan
@CommuterLine @KAI121 @perkeretaapian WOI TAI 5049 TIBA SUDIRMAN DARI 08.09 JADI 08.25 TELAT 16 MENIT INI SUDAH SESUAI DG JADWAL GAPEKA??? JAWAB TAI. KEMARIN PAS BENER JAWABNYA NYOLOT BANGET @CommuterLine SKR @CommuterLine KG MAU JAWAB .,Keterlambatan
@CommuterLine KA1748 THB-RK. AC di gerbong 2 MATI! Tolong diperbaiki segera. Sudah diperhatikan dari lama kereta jurusan ini di jam sibuk sore AC nya selalu mati. Kita bukan mau BBQ atau Sauna Ndan...!,Pelayanan
@CommuterLine kacau nunggu kereta Cikarang di stasiun manggarai lama bener aseli dr 12.30 smpi skrng 12.51 drtd Kereta Bekasi aja yg lewat smpi 3X dr duduk skrng diri pegel buuuu,Keterlambatan
@CommuterLine min stasiun bekasi timur bisa ga sih yg pembakaran sampah itu ga sering bakar sampah ga nyaman bgt asepnya lg nunggu krl ‍‍,Keamanan
@CommuterLine Boleh cek ga petugas pengawal ka utk ka 1712 yg sekarang baru berangkat pondokranji di ka ke 5 dari depan kayanya ada yg mabok dan ngigo mulu nih,Keamanan
@CommuterLine tolong dong utk jurusan dari manggarai ke jkt kota setiap pagi jgn dikasih 8 gerbong terus.. mending dateng nya cepet ini udh lama dapatnya 8 gerbong. Yg naik membludak.. kasian pada kegencet dan ga bisa masuk semua. Ini udh dari awal bulan juni nya spt ini..,Kepadatan
@CommuterLine Blue Line kenapa kacau lagi jadwalnya pagi ini? Kalian sudah merugikan banyak penumpang akibat dari kalian yang nggak pernah konsisten dengan jadwal kalian.. nggak ada alasan kalau memang niat benahin jadwal kalian yang kacau ini. Mohon perhatiannya.,Keterlambatan
@CommuterLine Udh setengah jam lebih nunggu KRL di Stasiun Jatinegara tujuan Senen kok blum lewat2 min? Ga ada pemberitahuan lagi. Gila banget senin kacau semua.,Keterlambatan
@CommuterLine heran sm schedule KRL. inI kereta tertahan lama banget di Stasiun Cikini,Keterlambatan
@CommuterLine Lu gak mau stasiun kotor durasi keretanya jangan kelamaan biar orang2 gak numpuk dan nyampah ini gue nungguin kereta 25 menit bangs*t nyesel naik angkutan umum,Kepadatan
@CommuterLine Pagi ini Di Sudimara numpuk penumpang Min Gangguan lagi kah jalur ijo,Kepadatan
@CommuterLine KRL yang barusan banget 19.29 / 19.30 ke cikarang rangkaiamya bau ASEP ke bakar. Kabin masinis bunyi2 kek lift overcapacity. mohon di cek,Keamanan
@CommuterLine @rrudo__ Manggarai lebih chaos lagiiiii anjirrr ! Stasiun jelek &amp; salah design gitu dipaksain jadi stasiun sentral goblok banget,Pelayanan
@CommuterLine Next info nya dong min jangan bikin penumpang numpuk koar2 baru di respon elah bad bgt pelayanannya,Pelayanan
@CommuterLine kenapa jeda waktu KRL Blue Line Rute dari Bekasi - Manggarai jeda waktu nunggunya sampai 20 menit ya?? Bikin penumpang sampai numpuk begitu.. Nggak pernah bener kalian dari tahun ke tahun bikin jadwal !,Kepadatan
@CommuterLine tolong ini jadwal kereta Cikarang - Jkt knpa telat banget? Biasanya jam 05:23 sdh datang ini 05:34 baru mau sampe St. metland,Keterlambatan
@CommuterLine @ozzan @KAI121 @CurhatKRL @krlmania Gak perlu jawaban normatif spt ini min faktanya petugas tdk mampu membantu melakukan pengaturan flow penumpang dan keadaan spt ini sdh sering terjadi. Lakukan tindakan nyata utk mencegah hal ini terulang lagi sblm ada kejadian yg tak diinginkan.,Pelayanan
@CommuterLine Telat njir gue udah balik lagi ke rumah. Urusin aja noh refund tiket gue dan orang2 lain yg ga jelas kapan bakal dibalikkin itu.,Keterlambatan
@CommuterLine @jalur5_ Opini. orang jalan dengan tongkat sudah kesulitan untuk dirinya sendiri petugas CL harus lebih siap membantu pengguna. Jangan disuruh nyari petugas yg ada.,Pelayanan
@CommuterLine pagi min kmrn saya ada kehilangan tas beserta isi nya di ambil maling kejadian pas saya bangun tidur liat ke atas tas saya sudah ga ada dalam tas itu ada ktp dll mungkin jika maling nya ambil uang nya saja tas sama dompet saya ada di sekitar stasiun,Keamanan
@CommuterLine min serpong-tanah abang gangguan lagi? Kereta dari serpong biasanya udah tersedia dari jam 06.50 sekarang baru sampe sudimara perkiraan sampe serpong 07.08. Ini tuh lama banget admin 15 menit lebih. Tolong jelasin penyebabnya apa kalo gangguan operasional,Keterlambatan
@CommuterLine tolong si GAPEKA tuh di review ulang. Rush Hour tuh harusnya diperbanyak. Ke arah cikarang apalagi sore tuh diperhatikan... Kenapa banyakan ke Bekasi? Kalau cuma sampai bekasi yang arah cikarang jadi numpuk karena nggak ada pilihan lain. Mana cuma 10 rangkaian,Kepadatan
@CommuterLine minta tlg bgt gw mah gatahan berisik bgt ini di manggarai ada org org kayanya suporter bola gatau mau kemana tp mereka nyanyi di krl. Udh ditegur satpam ga ngaruh,Keamanan
@CommuterLine Harusnya ada 1 atau 2 KRL stand by buat yang arah Rangkasbitung/Parungpanjang kalau pas lagi proses penurunan penumpang dan langsir di Peron 3 karena peron 5 dan 6 numpuk parah kalau pas rush hour karena kelamaan nunggu proses penurunan penumpang dan langsir nya...,Kepadatan
@CommuterLine Kalau menurut aplikasi KAI Access sih yg telat itu KA 5572 tujuan Cikarang via Senen yg hrsnya berangkat jam 17.26 WIB. Tadi jam segitu ternyata keretanya baru jalan dr Manggarai. Minimal klo telat tu ada info yg jelas alasannya.,Keterlambatan
@CommuterLine ini kenapa kereta Jurangmangu - Tanah Abang yang harusnya jam 9:03 jadi 9:12 ya? KA nomor 1673. jadi telat banget gini,Keterlambatan
@CommuterLine WOY KAI TOLOL BILANG DONG SEKARANG JALUR 6 DAH GAK DILEWATIN KERETA! GW NUNGGU DI TANAH ABANG KAGAK LEWAT2 LAGIAN NAPA JUSTRU RUSH HOUR DITIADAIN SIH GBLK HEH LO MAU BIKIN PENUMPANGMATI KEHABISAN NAPAS DIDALEM KERETA APA GIMANA PD KAYAK IKAN ASIN SEMUA DI KERETA?!,Keamanan
