full_text,label
@CommuterLine Min tpi seharusnya bisa dong satpam di training untuk pnya rasa empati dan peduli sdkit. Banyak klo di perhatiin ibu yg lg gendong anak bawa barang banyak ga dipeduliin ttep bawa sendiri. Ga smua org itu kalo mau sesuatu bilang. @CommuterLine,Pelayanan
@CommuterLine pls perbanyak satpam di st pondok cina terlebih bagian tap in/tap out. Hari ini sekitar jam 19.00 w dapet perlakuan ga enak dari satpam pondok cina bagian tap in/tap out. Mungkin si bapak capek banget sampai w yang nanya baik-baik malah dicuekin + dijutekin.,Pelayanan
@CommuterLine @KAI121 @keretaapikita hari ini saya dibikin kesel sama petugas stasiun paledang..jawabannya tempplate bgt..tidak ada solusi utk refund tiket client saya,Pelayanan
@CommuterLine Kai cuma minta maaf maaf maaff ini pelayanannya gimaa yaa udah nunggu 2 jam soalnya mau menuju KA Lokal merak tapi blm dpt,Keterlambatan
@CommuterLine duri ya itu kalo bisa lift dikasi petugas biar diatur deh.. udh dua kali soalnya sll gamau ngalah pdhl udh jelas2 pk pin ibu hamil,Pelayanan
@CommuterLine ini udh jalan dari st bekasii min bapaknya masih diem ajaa belom ada petugas kliatan,Pelayanan
@CommuterLine ini yang ditandai emang orang boleh ngerokok yaa ? Gimana sih satpam yang jaga sama kepala stasiun orang masuk stasiun malah hisap asap orang ngerokok https://t.co/stgX2peqlW,Keamanan
@CommuterLine tolong berkali2 ngalamin petugas percuma pake toak tapi gak info penumpang naik eskalator sis kanan jalan.. kejadian hari ini jam 9.13 wib st duri peron 2 &amp; 5 percuma petugas megang toak!!,Pelayanan
@CommuterLine sudah ke petugasnya. tapi tetap katanya harus potong saldo. dan tidak ada kompensasi dari pihak KAI. padahal seharusnya krn tidak naik ya tidak dipotong lah saldonya.,Pelayanan
@CommuterLine tolong ya kereta red line petugasnya DITRAINING BUAT KASIH INFO BUAT PINTU GERBONG CEWE DI KALIBATA YANG GADAPET PERON. gila gaditungguin buat pindah pintu. GAADA INFO APA-APA. terus petugas CEWE yang deket pintu disabilitas gaada inisiatif nyetopin kereta DULU.,Pelayanan
@CommuterLine stasiun cawang arah jakarta kota daritadi ngga ada kereta biasanya ada di jam 8. dari kemaren udah delay mulu petugas juga gaada yang tau dan bisa kasih info,Keterlambatan
@CommuterLine peraturan dilarang buang ludah sembarangan kayaknya perlu deh. Baik buang ke rel / bahkan di st. Duri ada yg buang ludah di jalanan peron. Berlaku u/pengguna mau pun petugas. Udah sering ngepas nemuin pelaku soalnya. terima kasih,Kebersihan
@CommuterLine @kumifigo tapi knp gaada satpam yg datengin? knp kakak itu malah di suruh turun di stasiun selanjutnya bukan si pelaku? sanksi apasih yg lo maksud tuh? kl iya tempelin mukanya tiap gerbong. nah itu baru sanksiii,Pelayanan
@CommuterLine sungguh nggak worth it dari jam 8 pagi sampai jam segini masih stuck tanjung priok-kp bandan. next tolong reminder ke petugas di deket gate buat ingetin kalau keretanya stuck biar nggak usah tap in dan cari alternatif lain.,Keterlambatan
@CommuterLine @KAI121 bro lu pake buzzer buat muji kecepatan pelayanan kalian? Sudah aku kirim DM masih no respon. Sampah banget sih,Pelayanan
@CommuterLine Kagak ada petugas tadi yeuhh. Padahal jelas bgt pintu ga bisa ditutup beberapa kali. Kalo ada kan bisa ditarik itu bapak-bapak,Pelayanan
@CommuterLine Nah himbauan petugas juga tadi tdk ada. KRL datang tdk ada informasi ke arah mana. Papan informasi jg cukup jauh dari tempat saya berdiri di peron. Jadi jika ada himbauan di dalam KRL akan lebih baik. Sehingga penumpang yang salah naik bisa langsung turun di stasiun berikut.,Pelayanan
@CommuterLine Kejadian di gante out dan juga gate in (dengan 1 orang yang sama). Mohon maaf saya ga mau sebut nama/ciri-cirinya yaaa. Saya gamau ybs kena sp atau gimana. Yang penting perbaiki aja pelayanan di st pondok cina. Terima kasih responnya,Pelayanan
@CommuterLine Udah dilaporkan kepetugas mau di apain min suruh berdiri orangnya ? Palingan juga POV dari petugasnya bilang empati sedikit lah bang kan masih muda kasian ibu hamil udah gitu palingan.. udah ketebak sih.,Pelayanan
@CommuterLine @kamarlintang Kasih paham tuh petugasnya ini bulan puasa jangan coba2 nyepelein orang yg butuh bantuan. Tuhan Maha Melihat,Pelayanan
@CommuterLine Tolong ingatkan petugas agar tidak bergerombol ngobrol di depan mesin tap masuk. Loc: St. Pondok Ranji.,Pelayanan
@CommuterLine @PTKAI Faktanya petugas peron pun tidak selalu aware terhadap hal tersebut. Mungkin dapat ditingkatkan lagi sosialisasi peruntukan fasilitasnya karena pada dasarnya memang penggunanya yang belum besar rasa pedulinya. Mohon untuk jadi evaluasi. Terima kasih.,Pelayanan
@CommuterLine ini masinis KA #5577B/ SF12 kok lama banget sih. Jadi ketinggalan kereta duri 9.10. Gada koordinasi apa biar ga telat? Tolol banget pelayanannya KRL,Keterlambatan
@CommuterLine tolong langsung training semua petugas krl yang arah bogor ya. kasih tau penumpang pintu mana yang kaga kebagian peron. penumpang jgn dibuat bingung sampe harus turun jauh dari rumah. petugas di kalibatanya juga harus sigap tiap ada penumpang yang mau turun di pintu TANPA peron.,Pelayanan
@CommuterLine Padet banget peron 3 Manggarai sore ini petugas peron sampein gak ada gangguan. Apa iya? Ini satu jadwal terlewat karena numpuk semua penumpang.,Kepadatan
@CommuterLine Berikut ini berseragam KAI juga merokok di area stasiun gondangdia di dalam pagar. Mohon ditertibkan. Bila pegawai yang harusnya menegakkan peraturan juga merokok bagaimana mau memberi contoh? https://t.co/hsFdF5rG30,Pelayanan
@CommuterLine yaelah ngendap lama banget mah masuk stasiun manggarai dari arah bogor kenapa sih gini mulu tahun baru pelayanan jadi g bagus skrng.,Keterlambatan
@CommuterLine @kamarlintang Laporkan ke petugas kan sudah tapi petugasnya victim blaming. Percuma berbusa2 itu imbauan Kekerasan Seksual diulang2 di dalam kereta tapi follow upnya zonk. Kalo ga ada bukti konkrit penanganan jadi imbauan tentang KS hanya formalitas. Nih dikabulin min JALUR VIRAL nya!,Keamanan
@CommuterLine ini kenapa kok gerbong cewe bisa masuk bapak bapak ya? Dari Cilebut dia nyamperin keluarganya. Dan gaada satpam yang jaga,Pelayanan
@CommuterLine @RMU_ID Tolong deh tanggapannya @RMU_ID Plus pintu masuk yg jalan cuma 3 pintu dari 4 pintu keluar jam crowded 18.00-21.00 yang jaga cuma 3 dari 6 pintu yang disedian jd antrian panjang. Service parkir payah eh malah nambah mahal. Pegawai lu tuh benahin,Pelayanan
@CommuterLine @CommuterLine petugas pelayanan gate stasiun debar galak banget bjir,Pelayanan
@CommuterLine @kamarlintang Bloon kejadian kapan tau malah baru ditindak sekarang. PERCUMA lu bilang lopar lapor jd korban kalo petugas lu macem bangsat begitu. Pecat!,Pelayanan
@CommuterLine satpam KRL Jogja-Solo knp LEMBEK LEMBEK ya? Ga berani negur penumpang yg ga punya aturan. Sore ini tadi gue naik KRL dari Purwosari arah Jogja jam 16.52 gerbong 1. Yg duduk seberang gue cewek 3 ngobrol teriak2 telfon diloud speaker ketawa2. Satpam cuma liatin aja,Pelayanan
@CommuterLine ini kereta ketahan lebih dari 20 menit di stasiun bekasi lagi gangguan kah? Atau lagi pada ngopi petugasnya?,Keterlambatan
@CommuterLine ini kenapaaa yaa krl dari cikarang dateng telatt mulu dan selalu DITAHAN?????? Klo ada masalaah tuhh di INFO!! Orang di dalem tuh krl tuh desek2an lohhhh.... enggap gimana gak banyak pingsann!!! Kalian ini bawa manusiaa lohhh mentang2 ongkos murah seenaknya aja pelayanannya,Keterlambatan
@CommuterLine Iya min saya gak sempat lapor karena memang petugasnya jauh posisinya di luar gate,Pelayanan
@CommuterLine satpam stasiun duri tolol banget . Ada kakek² dibiarin ngantri di depan tangga jalur 5 pas kereta dateng gmana ga diseruduk sm yg keluar coba itu .,Keamanan
@CommuterLine Serius nih ga ada tindakan dari @CommuterLine utk pegawainya yang merokok di area stasiun? itu di belakangnya jelas ada rambu dilarang merokok loh https://t.co/L8mELPvMfL,Pelayanan
@CommuterLine kok bisa2nya gerbong cewe diisi bbrp bapa2 ya? jelas2 ada petugas di gerbong yg sama tp diem aja,Pelayanan
@CommuterLine yaampun udah seminggu papan pengumuman keberangkatan kereta ga dibenerin di pintu masuk alun2 Stasiun Bogor. astaga petugas bejibun gada inisiatif benerin apa ya hrs ada yg komplain dlu,Pelayanan
@CommuterLine sebaiknya segera direspon dengan layak dan sesuai aturan yang dibuat. Kalau tidak bakal percuma itu pengumuman di kereta agar korban pelecehan mengadu ke petugas.,Keamanan
@CommuterLine min tolong dong satpam di dalem krl kl ada ibu2 atau yg bawa anak arahin buat duduk dulu di kursi prioritas. Jangan main suru bangun aja yg ada di depan mata ibu2/yg bawa anak trsbt. Ga semua yg lebih muda keadaan badannya vit dan dia kuat buat berdiri,Pelayanan
@CommuterLine sudah ada ibu2 yg negur tapi gak dihiraukan. kebetulan petugas lagi gak ada di gerbong perempuan min. Krl CLI 125 1202.,Pelayanan
@CommuterLine min. di kereta arah cikarang yang k1 1 89 153 di gerbong cewe depan dr tanah abang ini bapak2 udh dikasi tau kalo ini gerbang cewe tp sampe mau masuk bekasi dia ga pindah2. ini ga ada petugas sama sekali,Pelayanan
@CommuterLine Pengaturan flow di peron 1 dan 2 ya bukan 11 dan 12. Klo peron atas 11 dan 12 petugasnya tegas untuk tangga turun sebelah kanan dan kiri dikosongkan. Lah ini tangga peron 1 dan 2 di isi naik semua. Padahal tertulis naik dan turun. Mohon dibantu lebih tegas lagi @CommuterLine,Pelayanan
@CommuterLine info pemberitahuan barang lost and found berapa lama ya? Pengaduan dari pagi tapi belum dapat kabar dari petugas smp sekarang (ga perlu nunggu nanti dihubungi). Masukan surat keterangan pengaduan barang hilang tolong masukin cp krl. Biar tdk dighosting,Pelayanan
@CommuterLine saya ketinggalan barang di rak kereta tujuan Jakarta. Saya langsung sadar dan menghubungi petugas di stasiun Juanda. Kirain bakal ketemu eh ternyata petugasnya bilang barang gak ditemukan. Padahal kondisi kereta udah sepi.,Pelayanan
@CommuterLine GILA YA! 6.48 dari sta cisauk udah full sampe ada yang gabisa masuk kereta lelet banget jalannya sampe di sta tn abang udah ketinggalan kereta selanjutnya yg ke arah rajawali. belom di dalem bener bener kegeprek. makin parah aja pelayanannya!,Kepadatan
@CommuterLine tolong kembalikan tampilan informasi yang dulu min. selain membuat sakit mata yang ini juga nggak ada keterangan peron berapa. harus kembali nanya petugasnya yang kadang pun nggak tahu jalur berapa berangkat jam berapa. https://t.co/vC0eakTZv4,Pelayanan
@CommuterLine 07:11 klo gasalah dari tanah abang mana itu telat juga yg seharusnya 07:07 lo cek noh petugas lo ga ramah di kp bandan ga profesional,Pelayanan
@CommuterLine ini imbas rel kereta banjir di Pekalongan juga kah jalur Bekasi pada ngaret parah? Atau petugasnya masih pada ngelag pulang cuti?? Selalu kalo ga hari senin atau jumat error bgt jadwalnya.,Keterlambatan
@CommuterLine @kamarlintang Jika tidak viral tidak bergerak.. payah!! Harusnya Mbaknya viralin juga petugas @CommuterLine di stasiun Cilebut itu.. ada laporan tapi hingga sebulan tidak ada aksi.,Pelayanan
@CommuterLine asli bobrok bgt bobrok sistem nya asli kalah sama @PT_Transjakarta njirrrr mana pegawai security kaga ada yg ramah buset dah kacau,Pelayanan
@CommuterLine pagi ini ada kendala apa ya min sampai kereta arah angke tertahan sudah 30 menit? Posisi di manggarai hanya diinfokan menunggu aman oleh petugas untuk ke arah sudirman,Keterlambatan
@CommuterLine kenapa itu gate KA Bandara di Rawa Buaya baik yang baru atau yang lama sama errornya? Tadi tap QR dari KAI Access tapi nggak bisa masuk akhirnya tap in pake akses kartu petugas. Jadinya pas sampai stasiun tujuan kan susah tap out karena nggak tap in sebelumnya.,Pelayanan
@CommuterLine bisa ga si depan stasiun kasih petugas kek tulisan apa kek. jangan org taunya udh di dalem stasiun ada gangguan. ga semua org buka twitter ga semua org download Apk lu. KEBIASAAN gangguan di rush hour. bae bae disumpah serapah org yg lg pada puasa,Pelayanan
@CommuterLine Masalahnya gaada petugasnya miiinnnn la ilaha illallah. Kan dah dibilang gaada petugas-_- kalo ada petugas ya ngapain saya lapor di medsos dah?,Pelayanan
@CommuterLine @Delisa_Lockey coba cek petugasnya jg yg ngomong viralin aja dong. mulut enteng bener makan gaji buta tu petugas.,Pelayanan
@CommuterLine tambahin petugas di lift prioritas stasiun kebayoran deh min. soalnya liat disabilitas ibu bawa anak ibu hamil lansia disuruh ngalah sama yg mobilitasnya masih cepet alias cepet nyerobot lift. bahkan pernah ada tunanetra jg ngalah sama yg msh muda naik lift. aneh tp nyata,Pelayanan
@CommuterLine Sedikit saran mengingat KRL adalah moda transportasi yg heterogen maka mohon kiranya pihak KAI meningkatkan pelayanannya terutama di jam2 sibuk. Spt Petugas Satpam yang sigap mengantisipasi penumpang yg memaksa masuk saat gerbong sudah penuh.,Pelayanan
@CommuterLine @kamarlintang Coba petugas lu training yang bener da. Pecat tuh sigoblok yg bilang suruh viralin.,Pelayanan
@CommuterLine ajarin dong min pegawai lu di tanah abang. Ngasih info tuh yg bnr. Katanya ke rajawali nyatanya? Turun di angke. -_-,Pelayanan
@CommuterLine greenline dari arah Rangkas gangguan kah? Pagi2 gini jam 5.50 orang2 masih numpuk di Cisauk.,Kepadatan
@CommuterLine tolong jadwalnya dirapihin dong... ini krl cikarang-angke yg menit 30 an TELAT BGT jadinya org keburu numpuk dan jadi pepes bgt... bahkan dari bekasi udah PEPES akibat penumpukan biasanya mulai pepes dari klender baru,Kepadatan
@CommuterLine Kan kecelakaan infonya pagi yaa Saran aja min kedepanya kalau emang tau ada kendala pake blash wa/ notif kalau ada keterlambatan. Di gubeng ini numpuk orang pada belum buka puasa semua karena ngejar ngejar kereta dan pas nympe ternyata telat.,Pelayanan
@CommuterLine Ah gileeee.... Numpuk di Manggarai ini!!!!,Kepadatan
@CommuterLine minimal mikir lah kl bikin jadwal jgn bikin peron numpuk krn krl dr redline nyampenya lebih cepet kebiasaan bgt anj dri duluu,Kepadatan
@CommuterLine green line masih trouble apa gimana? numpuk bgt manusia ini di palmerah,Kepadatan
@CommuterLine MIN INI KENAPA DI KEBAYORAN MALAH KERETA 12 GERBONG TIDAK UNTUK PENUMPANG SIH. INI UDAH JADWAL 2 KERETA LEWAT GAK ADA STASIUN NUMPUK!,Kepadatan
@CommuterLine ko krl cikarang telat semua sih ampun di sudirman udh numpuk lho jam segini,Kepadatan
@CommuterLine kejadian lagi digerbong wanita ada kemasukan laki2 banyak dan ini bukan 1/2 org tp LEBIH DARI 10 orang dalam keadaan gerbong tsb PENUH DAN BERDESAKAN. saya sudah infokan ke masinis tp masinisnya tidak take action dan malah melanjutkan perjalanan??,Pelayanan
@CommuterLine krl Bogor-Jakartakota pada kemana? lama banget datengnya penumpang numpuk.,Kepadatan
@CommuterLine @nataacen Green line itu min.. tanah abang - rangkas.. lagian rute panjang dan padat begitu. Jarak antar keretanya lama banget..,Keterlambatan
@CommuterLine pokoknya arah tanah abang jam 8an di pd ranji ya kak sering banget kereta jam 8 di pd ranji itu ga teratur. bisa ada jam 8 selanjutnya 8.25 lah harusnya setiap 10 menit akan ada terus. hari ini bagus ga numpuk karena periode libur kalo hari efektif kerja bakal penuh parah,Keterlambatan
@CommuterLine @JalurSerpong KRL pagi jam 05.00 dipadati penumpang dan barang dagangan nya. Mengambil space yg seharusnya bisa digunakan penumpang lain untuk berdiri. Gerbong jadi penuh berdesakan padahal masih pagi. Mohon dicari solusi nya.,Kepadatan
@CommuterLine Kalo kata gw mah pejabatnya di gantiin deh masa tiap tahun masalahnya gini terus di jam padat terus pula solusi ga ada ga berkompeten menghadapi masalah ga atasan ga bawahannya,Kepadatan
@CommuterLine tolonglah keretanya jgn sering ngalah sama KAJJ sudirman numpuk berdiri lama gak boleh ke bawah krn penuh lama lama mau pingsan Jadwal lo benerin https://t.co/V1Ya2VnY1n,Kepadatan
@CommuterLine @CurhatKRL yang buat desain kereta inka pasti belum ngerasain naik pas penuh dan harus bertahan di tikungan lenteng agung yg miring. Rak barang kekecilan tiang handle ketinggian susah buat pegangan di tiang kalo handle penuh https://t.co/E3RPiCwUmy,Kepadatan
@CommuterLine ini kereta lu di greenline telat semua bikin numpuk bjir,Kepadatan
@CommuterLine malam min. Ini kenapa kereta serpong lama nunggunya ya? Tanah Abang Jalur 5 &amp; 6 udah penuh orang,Keterlambatan
@CommuterLine udah sejam woy di stasiun sudirman gak bisa masuk kereta krn penuh banget dari tadi https://t.co/xf5T77If9T,Kepadatan
@CommuterLine kembali telat ya 5148B? sdh numpuk penumpang yg tunggu di sudirman baru,Kepadatan
@CommuterLine kenapa eskalator turun Manggarai peron ini selalu mati? Kalau malam bisa tuh dia nyala buat naik? Penumpang sebanyak ini cuma bisa turun tangga manual sampai numpuk kayak gini. Kirain matinya bentar doang ternyata SELALU MATI. https://t.co/kdsU6PAbPF,Pelayanan
@CommuterLine 17:53 sampai Stasiun Gondangdia peron penuh banget. Ga bisa masuk kereta barusan karena sudah sepenuh itu dan belum tersedia lagi kereta ke Bogor,Kepadatan
@CommuterLine Min sudah prnah tap keluar di sta. Cibinong ga? Sangat tidak manusiawi. Cuma di 1 titik dengn 5 alat tap. Antriannya panjang. Jd semuanya numpuk di situ. Aplgi pas jam sibuk. Mohon ditambah akses pintu keluar&amp;ditambah jg alat tap-nya. Semoga menjadi perhatian #rekancommuters,Kepadatan
@CommuterLine KA jurusan Tangerang keberangkatan 17.10 kemana dah min? Udah numpuk nih di Duri. https://t.co/5RWeHQlBMx,Kepadatan
@CommuterLine @gunwookblokm Alasan selisih waktunya apa min? Berimbas ke kp bandan/angke via mri juga numpuk padat bgt di cakung,Kepadatan
@CommuterLine kalau emang ada krl yg rusak jangan dipake lagi kan banyak kereta yg masih bisa di pergunakan ini di stasiun depok aja numpuk segini banyak karna nunggu rangkaian kereta di benerin. Jam orang berangkat kerja ini. Kacau https://t.co/WM3c21s4cz,Kepadatan
@CommuterLine jalur jakarta kota lamaaa bgt udh tau selalu rame orang kerja.,Keterlambatan
@CommuterLine Manggarai penuh temoat berdiri aja susah. Kreta bogor plislah jalan https://t.co/KfNlLqk3DB,Kepadatan
@CommuterLine nunggu dari 5.45 sampe 6.03 nggak ada krl arah tnbang di st. Rawabuntu. Penumpang numpuk.,Kepadatan
@CommuterLine mohon bgt min bisa gak yah di jam 17.00-18.00 tuh isinya banyakin krl cikarang semua gitu jgn kebanyakan bks jujurlyy semua org jadi pada numpuk di stasiun bks dll dahh.. dibilang tidak memaksakan diri ya tp gmn yaa krl ke ckrg sedikit,Kepadatan
@CommuterLine jujur aja cuy ini di Tanah Abang penumpang numpuk. Alasannya apa? Gue nggak butuh jawaban normatif.,Kepadatan
@CommuterLine Toloong banget tolong pelis gap sama jadwal sebelumnya tuh jauh ya 12 menit. Telat 2 menit aja tuh orangnya dah numpuk ya bwang. Pelis bgt jangan ngaret lagi,Kepadatan
@CommuterLine ini jalur tanah abang manggarai kenapa ya? Ketahan di tanah abang udah 20 menit jadi penuh banget padahal dari Duri lowong,Kepadatan
@CommuterLine tolong dong ini kereta di kalibata ga lewat2 udh numpuk bgtttt kebiasaan bgt gangguan di jam sibuk anjj,Kepadatan
@CommuterLine Catatan mulu dari kapan taun min kapan realisasinya?nunggu ada korban meninggal krn berdesakan?? Kasian loh penumpang sudimara sampai pondok ranji arah tanah abang banyak yg ga keangkut kadang udah nunggu 3x kereta tetep gak keangkut ini lagi nambah stasiun tapi armadanya enggak,Kepadatan
@CommuterLine kenapa sekarang ga ada jadwal kereta tujuan Bogor di jam 22:30 - 23:00 ya? Saya naik dari St. Cikini lama banget nunggu dari jam 22:30 jadi pada numpuk penumpangnya,Kepadatan
@CommuterLine Gaada gangguan tp greenline udh numpuk bgt ini di tnabg dan stasiun2 lainnya https://t.co/NCzGEXtvMQ,Kepadatan
@CommuterLine Peron 5-6 penuh min sampe gk gerak dr atas https://t.co/MpVsnBmozM,Kepadatan
@CommuterLine greenline tuh kacau banget deh udah keretanya sering banget telat bukan cuma telat 5 menit TAPI 20 MENIT Rangkaian cuma 10 kereta SELALU PENUH. Ga nyaman banget tapi cuma ini transportasi yang bisa jangkau Jakarta cepet. Tolong perbaikannya segera dong????,Keterlambatan
@CommuterLine Citayam udh numpuk 4 orang baris min gak penting juga sih,Kepadatan
@CommuterLine mau dateng jam brp nih keretanya rawabuntu - tnh abang??? udh numpuk di stasiun orang2,Kepadatan
@CommuterLine ini sudirman numpuk woyyy aduuhh,Kepadatan
@CommuterLine ini krl green line ke tanah abang kenapa jadwal 8.10-8.20 nya masih ngilang ya? Dari sebelum lebaran sampai udah beres lebaran. Numpuk jadinya. Kereta dari jam 8.03 dri sudimara langsung loncat ke jam 8.22. Udah tau padahal rush hour ujan masih blm ada perbaikan.,Kepadatan
@CommuterLine hallo ini apakah line ckr-bks ada gangguan? Even ke arah ckr ajaaa yg biasanya udh pada dtg ini jauh bgt lhoo mundurnya:(( numpuk nih numpukk,Kepadatan
@CommuterLine Tolong min perbanyak kereta dari MRI ke JAKK di jam 8-8.30 pagi karena banyak warga Cikarang/Bekasi transit Manggarai melanjutkan arah Jakarta Kota. Akhir2 ini jadi numpuk di jam 8.15 karena banyaknya orang pintu KRL jadi ketahan dan tidak bisa tertutup di KA 1209 tadi.,Kepadatan
@CommuterLine Jam 7-8 Pagi itu jadwal padatnya Manggarai pak yang mau ke sudirman tanah abng angke jam 4-6 itu jadwal padat sudirman ke Manggarai ini nunggu bisa 20 menitan gimana ceritanya penumpang numpuk kereta ga nambah bar jadwal kereta terlambat malah di tambah jadwal 17:09 ke 17:27,Pelayanan
@CommuterLine Pantesan numpuk ini di sudirman krl manggarai jg ga ada hrsnya malah banyakin krl manggarai biar ga numpuk krl bekasi sm cikarang mah penuh terus,Kepadatan
